timestamp,input_url,source_host,score,verdict,title,description,author,print_time_ai,material_ai,downloads,likes,search_volume,search_trend,etsy_listings,etsy_avg_price,market_insight,sell_price,units_per_month,gross_revenue,print_cost,etsy_fees,net_profit,manufacturing_verdict,is_3d_optimal,printing_advantage,etsy_ban_risk,etsy_ban_reason,legal_risk,legal_desc,copyright_risk,copyright_desc,best_platform,category,marketplace,price_range,print_time_input,material_input,seller_goal,printer_count,printer_type,experience,weekly_time,active_markets,social_media,sell_from,sell_to,legal_flags
2026-04-29T04:36:45.466Z,https://makerworld.com/sv/models/2349139-plant-trellis-support-dog-theme#profileId-2568968,makerworld.com/sv/models/2349139-plant-trellis-support-dog-theme,52,Marginal — needs a unique angle,Plant Trellis Support — Dog Theme,"A decorative dog-shaped plant stake designed to support soft-stemmed houseplants like Pothos, Maranta, and Philodendron while adding a cute silhouette to the pot. Prints in under an hour with no supports required.",Balrog,57 min,~20g PLA,,,9400,↑ 12% YoY,4800,€22,"<b>Demand is real but fragmented:</b> plant-lover gifting is one of Etsy's strongest hobby niches, peaking sharply in November–December and around Mother's Day, but the 'plant stake' sub-category sits in a crowded mid-tier where buyers expect either personalisation or striking visual design to justify paying above €8–10. <b>The dog silhouette adds differentiation</b> over plain wire stakes, but competing 3D-printed animal plant stakes already exist on Etsy in volume — a new seller from Sweden shipping worldwide will face both listing-ranking disadvantage and shipping-cost pressure against US-based competitors. <b>Production is not the bottleneck</b> — at 57 minutes per unit a single FDM printer can output 10–12 units per day — but converting traffic without reviews is the real constraint for a new seller.",€22.00,18,396,13,40,250,"Works, but has limits",TRUE,"Zero tooling cost — the seller can test multiple animal variants (dog, cat, rabbit) at no upfront investment and retire slow-sellers instantly.",medium,The,,,,,,decor,own,,,,side-hustle,,,new,,,,SE,WORLDWIDE,
2026-04-29T04:36:51.586Z,https://makerworld.com/en/models/1087279-small-smartphone-stand-print-in-place-design?from=recommend#profileId-1969996,makerworld.com/en/models/1087279-small-smartphone-stand-print-in-place-design,38,"Don't sell — commodity, margin-crushing",Small Smartphone Stand — Print in Place Design,"A compact, print-in-place keychain smartphone stand that folds flat and snaps closed, supporting both landscape and portrait orientation. Designed by mgm86 and freely available on MakerWorld with multiple size variants.",mgm86,29–38 min,~15–20g PLA,42k,,18000,↓ 12% YoY,12000,€6,"<b>Phone stands are among the most saturated categories on Etsy</b>, with over 12,000 listings and average prices clustering around €6 — well below a viable margin threshold for most sellers. <b>Amazon and AliExpress undercut aggressively at €2–5 with Prime/fast shipping</b>, meaning a buyer with purely functional intent will almost never choose a 3D-printed option. Buyer perception of a small plastic keychain stand leans utilitarian rather than handcrafted, which removes the 'maker story' premium that rescues other 3D-printed products in this price band.",€6.00,60,360,32,43,285,"Works, but has limits",TRUE,Zero tooling — the print-in-place articulated hinge can be validated and iterated at €0 upfront cost with no minimum order quantity,medium,"The MakerWorld listing does not show an explicit commercial or print-for-sale license in the scraped data — the seller should open the model page, check the license tab carefully, and if it only states personal use, contact mgm86 directly to request written permission to sell prints before listing on any platform.",low,"Since the seller is selling worldwide and their country is unspecified, the strictest framework applies: if any units ship to the EU, GPSR (December 2024) compliance including a Declaration of Conformity and EU Responsible Person is recommended for a functional keychain accessory; no CE marking is required for this category but product safety documentation is advised.",medium,The design is an original work by mgm86 with no third-party IP detected — copyright risk relates solely to the absence of a confirmed commercial resale license from the designer.,,functional,own,5-15,,,testing,,,new,,,,,WORLDWIDE,none
2026-04-29T07:54:51.655Z,https://makerworld.com/it/models/520565-ikea-skadis-nintendo-switch-joycon-holder?from=search#profileId-437746,makerworld.com/it/models/520565,32,Don't sell — NC license blocks sales,IKEA Skadis Nintendo Switch Joycon Holder,"A single or multi-pack JoyCon holder designed to clip onto the IKEA Skadis pegboard system, using gravity to hold controllers securely. The remix features custom rails and resized hooks for tool-free insertion and removal.",ScuRioh,16–40 min per plate (1–4 holders),~25–40g PLA per plate,,,1800,→ Stable,320,€8,"<b>Search volume for 'skadis joycon holder' is low and niche</b>, sitting at the intersection of two separate audiences (IKEA Skadis fans and Nintendo Switch owners) rather than capturing either strongly. Etsy buyers in this category default to cheaper alternatives and rarely pay above €10 for a plastic pegboard accessory. <b>The 3D-printed appearance is a disadvantage here</b> — buyers expect a clean, commercial finish for desk organisation products, and layer lines on a functional clip reinforce a 'hobby project' rather than 'premium product' perception.",€7.50,18,135,27,17,91,"Works, but has limits",TRUE,Zero tooling — the custom rail geometry and pegboard-specific hooks can only be economically produced in small volumes via FDM without any upfront mould cost,high,"The file is explicitly licensed under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 (CC BY-NC-SA 4.0), which prohibits commercial use — selling printed copies on Etsy directly violates this license and Etsy's March 2026 reselling policy, creating a high risk of listing removal or account suspension.",medium,"As an EU seller (Italy) shipping worldwide, you are subject",,,,functional,etsy,5-15,,,testing,,,new,,,,IT,WORLDWIDE,none
2026-04-29T09:00:37.511Z,https://makerworld.com/en/models/564191-optimized-sd-micro-sd-card-holder-travel-box?from=search#profileId-483811,makerworld.com/en/models/564191-optimized-sd-micro-sd-card-holder-travel-box,58,Marginal — needs a unique angle,Optimized SD / micro SD Card Holder Travel Box,"A compact screw-lid box holding 5 SD cards and 6 micro SD cards, designed to be rugged, pocket-sized, and optionally watertight depending on print material. Optimised for minimal footprint while remaining durable enough for travel use.",BorgoTechSpace,2.2h,~35g PLA,5.1k,,1800,→ Stable,320,€14,"<b>Competition from mass-manufactured alternatives is the core challenge</b> — injection-moulded SD card cases sell for €3–8 on Amazon and AliExpress, creating a steep price-justification hurdle for a 3D-printed version at €15–30. Etsy listings in this category are sparse (~320), suggesting low competition but also low buyer demand specifically on Etsy. <b>Seasonality is mild</b> — slight uptick around photography-heavy seasons (summer travel, Christmas gifting) but no strong spike. Buyer perception of 3D-printed functional storage items is neutral-to-positive only when a clear differentiator exists, such as custom engraving, a personalised name, or a colour-matched set — without that, the 3D-printed origin reads as 'DIY' rather than 'premium' to the average Etsy shopper.",€22.00,60,1320,56,132,1132,"Works, but has limits",TRUE,"Zero tooling — the seller can offer custom colour combos, engraved names or logos, and made-to-order variants at no extra setup cost, which injection-moulded alternatives cannot match at low volumes.",medium,"The license for this MakerWorld file is not explicitly stated in the scraped data — you should visit the model page license tab to confirm whether commercial/print-for-sale use is permitted, and if unclear, message",,,,,,,,15-30,,,business,,,,,,,PT,WORLDWIDE,
2026-04-29T15:40:59.578Z,https://makerworld.com/en/models/2439563-batman-pen-holder-custom-desktop-decor#profileId-2677000,makerworld.com/en/models/2439563-batman-pen-holder-custom-desktop-decor,28,Don't sell — Batman IP risk,Batman Pen Holder - Custom Desktop Decor!,"A 3D printed Batman-themed pen holder designed for desktop use, recommended in black matte PLA. Part of a pen holder series featuring superhero characters with decorative detailing.",ShapeShift 3D Creations,3.2h,~80g PLA,7.7k,4900,8500,→ Stable,4200,€16,"<b>Search volume for 'batman pen holder' is real but commercially dangerous</b> — DC Comics and Warner Bros. enforce IP aggressively on Etsy, and listings are routinely removed within days of going live. <b>Generic superhero pen holders without licensed branding</b> perform better long-term and face far fewer takedowns. For a new seller targeting worldwide markets, the combination of IP risk and Etsy's reselling policy creates a double compliance burden that experienced sellers avoid in this category.",€12.00,12,144,26,18,100,"Works, but has limits",TRUE,"Zero tooling — the complex silhouette geometry with undercuts would require multi-part injection mould tooling costing €5,000+, making low-volume 3D printing the only economically viable production method.",high,"Batman is a registered trademark and copyrighted character owned by DC Comics (Warner Bros. Discovery) — no commercial license is available to independent sellers, and Etsy's IP enforcement team actively removes these listings under its IPP programme regardless of the file source or print quality.",high,"Selling Batman-branded products without a commercial license from DC Comics/Warner Bros. constitutes trademark infringement and copyright infringement in all major target markets (US, EU, UK, AU) — a cease-and-desist or DMCA takedown is the minimum risk; in the US, statutory damages under 17 U.S",,,,art,social,5-15,,,testing,,,new,,,,,WORLDWIDE,
2026-04-29T18:55:16.067Z,https://makerworld.com/de/models/1855347-elder-bone-dragon-flexi-toy-figure#profileId-1983831,makerworld.com/de/models/1855347-elder-bone-dragon-flexi-toy-figure,42,Marginal — needs a unique angle,Elder Bone Dragon - Flexi Toy Figure,"A fully articulated skeletal dragon flexi figure with poseable joints and intricate bone textures, designed for collectors, DnD fans, and Halloween enthusiasts. Recommended in white, pearl, silver, or glow-in-the-dark filament at 0.2mm layer height.",Biocraftlab,11.2h,Estimated 180–220g PLA,,,18000,↑ 12% YoY,12000,€18,"<b>Demand exists but competition is extreme</b> — 'articulated dragon' and 'flexi dragon' are high-search terms, but 10,000+ Etsy listings mean a new seller will be buried without strong SEO, photography, and a differentiating hook. <b>Seasonality spikes hard around Halloween (September–October)</b>, which aligns with the 2025-10-04 release date, offering a short window of elevated demand. Buyer perception of 3D-printed flexi dragons is generally positive in the DnD and collector community, but <b>price ceiling is tight at €15–22</b> because buyers can find similar items cheaply — glow-in-the-dark filament and premium packaging are the fastest way to justify the higher end of your €15–30 range.",€22.00,12,264,132,27,105,Ideal method,TRUE,"Geometry — fully articulated interlocking flexi joints are mechanically impossible to injection-mould as a single-piece print, giving 3D printing an absolute manufacturing advantage for this specific design.",medium,"The scraped data states that a commercial/print-for-sale license requires joining the designer's Patreon or Printables Club — the free download does not include commercial rights, so selling prints without purchasing that license would violate the designer's terms and Etsy's March 2026 reselling policy.",,,,,,gaming,,15-30,,,testing,,,active,,,,,WORLDWIDE,
2026-04-29T18:58:02.145Z,https://makerworld.com/de/models/18267-minecraft-enderman-mini-figure-kit-keychain?from=recommend#profileId-17115,makerworld.com/de/models/18267-minecraft-enderman-mini-figure-kit-keychain,18,Don't sell — IP blocks commercial use,Minecraft Enderman Mini Figure Kit/Keychain,"A quick-print, easy-assemble Minecraft Enderman mini figure on a sprue card, usable as a toy, collectible, or keychain ornament. Designed by chiz_m and released free on MakerWorld under a non-commercial, no-derivatives Creative Commons license.",chiz_m,1h 6m,~18g PLA,10.5k,,9500,→ Stable,1200,€8,"<b>Minecraft merchandise has strong evergreen search volume</b>, but the Etsy market for unlicensed Minecraft prints is a high-risk environment — listings are regularly removed following DMCA takedowns from Microsoft/Mojang. <b>Buyers who do find such listings expect very low prices (€5–€10)</b>, compressing margins severely, especially when the seller targets a worldwide audience and must account for international shipping costs. <b>Production capacity is not the bottleneck here</b> — the 1.1h print time allows high daily output on a single printer — the legal and platform-ban risk is the decisive constraint.",€7.50,15,112,9,18,85,"Works, but has limits",TRUE,"Zero tooling — the seller can produce on demand with no upfront cost, making it viable to test at micro-scale before any legal issues force a stop",high,"The designer explicitly states personal use only and has NOT granted any commercial license — selling physical prints on Etsy violates both the file license and Etsy March 2026 reselling policy, which requires an appropriate commercial/print-for-sale license from the designer.",high,"Minecraft and the Enderman character are intellectual property of Mojang Studios, a wholly-owned Microsoft subsidiary; selling unlicensed physical reproductions without a",,,,gaming,,5-15,,,testing,,,active,,,,,WORLDWIDE,
2026-04-29T19:02:02.070Z,https://makerworld.com/de/models/1750410-flourish-tiara-wearable-headpiece?from=recommend#profileId-1860862,makerworld.com/de/models/1750410-flourish-tiara-wearable-headpiece,62,Good for the right audience,Flourish Tiara (Wearable Headpiece),"A light, elegant 3D-printed tiara with swirling filigree detail, designed for cosplay, birthdays, weddings, and dress-up occasions. Sized for younger children with scaling recommended for adults.",3DGEPRINTNL,5.5h,~40g PLA,,,18000,↑ 12% YoY,14000,€19,"<b>Tiaras and decorative crowns have a proven Etsy buyer base</b>, driven by cosplay enthusiasts, parents sourcing party accessories, and wedding parties seeking affordable floral or filigree headpieces. However, with over 14,000 Etsy listings, competition is significant — <b>plain unbranded designs struggle</b> while personalised or themed variants (name-engraved, colour-matched to a dress) command a clear premium. Buyer perception of 3D-printed wearables is warming, especially when listings emphasise finishing quality (sanding, painting, metallic spray) and use lifestyle photography rather than raw print shots.",€19.00,20,380,27,40,313,"Works, but has limits",TRUE,"Geometry — the swirling filigree lattice is impractical to injection-mould at low volumes, making 3D printing the only cost-viable method for a sub-€30 retail price",medium,"The scraped data references a 'Koffiekoek Commercial License' membership but does not confirm a freely granted commercial/print-for-sale licence — you should verify the licence tab on the model page and, if the commercial licence requires a paid membership or is not clearly granted for free, contact 3DGEPRINTNL directly to request written permission before listing on Etsy.",high,Because this tiara,,,,wearable,,15-30,,,testing,,,active,,,,,WORLDWIDE,none
2026-04-29T20:31:44.215Z,https://makerworld.com/models/1159739,makerworld.com/models/1159739,42,Marginal — needs a unique angle,Fully Articulated Titan Man V2 Action Figurine,"A fully articulated 3D-printed action figurine with snap-fit joints, designed for single or multi-colour PLA printing with AMS support. Marketed as a desk companion or novelty collectible.",BrainsCollector,2.9h (single colour) to 12.5h (4-colour AMS),~35g PLA estimated,15.6k,1000,4200,→ Stable,8500,€11,"<b>The articulated figurine niche on Etsy is heavily contested</b>, with thousands of listings for flexi dragons, articulated animals, and generic action figures — most priced between €7–15 with little differentiation. <b>Buyer perception of 3D-printed figurines is mixed</b>: casual gift buyers expect painted or finished quality, while maker-community buyers prefer to print themselves, reducing the addressable commercial audience. Seasonality peaks around Christmas and back-to-school, but no strong year-round demand signal exists for generic humanoid figurines without IP or personalisation hooks.",€10.00,18,180,55,26,99,"Works, but has limits",TRUE,"Zero tooling — the articulated multi-part geometry with integrated snap joints would cost thousands in injection-mould tooling, making 3D printing the only viable low-volume production method.",medium,No commercial or print-for-sale license is explicitly stated in the scraped page data for this MakerWorld model — the seller should check the license tab on the model page and consider messaging BrainsCollector directly to request written permission to sell prints commercially before listing on Etsy.,medium,"Selling from Canada and shipping worldwide triggers CCPSA (Canada), CPSIA/ASTM F963-23 (USA",,,,art,etsy,5-15,,,testing,,,new,,,,CA,WORLDWIDE,none
2026-04-30T02:57:51.629Z,https://makerworld.com/models/2659800?appSharePlatform=copy,makerworld.com/models/2659800,62,Good for the right audience,"WORBY - Wall Organizer with Red, Blue, and Yellow","A modular, neoplasticism-inspired wall organiser system using magnetic snap-in modules and mechanical cleats. Designed by Scott Yu-Jan, it blends functional storage with bold Mondrian-style aesthetics.",Scott Yu-Jan,8.2h (base grid only; full system across 6 plates),"Estimated 300–450g PLA across full base grid print (multi-colour, multi-plate)",3.8k,,9400,↑ 18% YoY,4200,€28,"<b>Demand for aesthetic wall storage on Etsy is rising</b>, driven by home-office and apartment-decor buyers who want pieces that function as art — WORBY's Mondrian colour palette is a genuine differentiator in a market where most printed organisers look purely utilitarian. Competition is high (4,200+ listings) but almost none combine modular magnetic design with a recognisable art-movement aesthetic, giving this product a defensible visual identity. <b>The multi-plate, multi-colour print requirement limits daily output significantly</b> on a single printer, so production planning is essential before scaling — and worldwide shipping of a modular wall panel system will add meaningful cost and fragility risk that must be priced in.",€33.00,12,396,121,42,233,Ideal method,TRUE,"Geometry — the interlocking magnetic cleat modules and multi-colour Mondrian panels require no tooling and can be printed in exact colour combinations per customer order, which is economically impossible at injection-mould scale below 500 units/month.",medium,"The model is listed as free on MakerWorld but no explicit commercial or print-for-sale license is visible in the scraped data — you must check the license tab on the model page and, if unclear, message Scott Yu-Jan directly to request written permission to sell printed units before listing on Etsy.",medium,"Selling worldwide means GPSR (EU, Dec 2024) applies for any EU buyers — you will need a Declaration of Conformity and an EU Responsible Person on record; additionally, the embedded 10x3mm magnets may trigger additional EU magnet safety considerations under EN 71-1 if marketed near children, and US buyers trigger CPSC general product safety obligations for wall-mounted items.",medium,"The original design is owned by Scott Yu-Jan — no third-party IP is implicated, but selling prints without a",,decor,,,,,testing,,,,,,,,WORLDWIDE,
2026-04-30T15:42:48.022Z,https://makerworld.com/en/models/1264871-hiking-and-cycling-map-generator-trailprint3d#profileId-1304759,makerworld.com/en/models/1264871-hiking-and-cycling-map-generator-trailprint3d,72,Good for the right audience,Hiking and Cycling Map Generator | TrailPrint3D,"A Blender addon that converts GPX trail data from Strava, Komoot, or Garmin into personalised 3D-printable topographic map models. The resulting prints are highly customisable multi-colour terrain maps ideal as keepsakes or gifts for outdoor enthusiasts.",EmGi,3h,"~80g PLA (multi-colour, 5 filaments typical)",,1300,18000,↑ 22% YoY,1400,€42,"<b>Personalised topographic trail maps occupy a growing gift niche</b> with strong demand from runners, cyclists, and hikers commemorating personal achievements — a category that converts well year-round on Etsy. Competition is moderate (~1,400 listings) but most are flat 2D laser-cut or paper prints; <b>3D-printed terrain maps with tactile elevation are a clear differentiator</b> that buyers perceive as premium and handcrafted. At a €60+ price point and 3h print time on a single FDM printer, production throughput is manageable, though multi-colour printing (5 filaments) adds setup time and AMS/MMU hardware is effectively required to hit the visual quality that justifies the price.",€60.00,18,1080,54,108,918,Ideal method,TRUE,"Personalisation — each map is 100% unique to the customers own trail, which is impossible to replicate with any other manufacturing method and justifies a €60+ price ceiling.",medium,"The model is released under Creative Commons Attribution 4.0 (CC BY 4.0), which permits commercial use of prints provided attribution is given; however, Etsy March 2026 policy requires that the seller has personally designed or substantially transformed the item — since the STL is generated via the addon rather than independently designed by",,,,,,art,own,60+,,,testing,,,new,,,,DE,WORLDWIDE,none
2026-04-30T20:42:45.435Z,https://makerworld.com/models/2604419?appSharePlatform=copy,makerworld.com/models/2604419,42,Marginal — needs a unique angle,Micro Gyro Fidget Spinner,"A ultra-compact 25mm gyro fidget spinner designed for fast printing, pocket carry, and desk toy use. Beginner-friendly with multicolor filament appeal and a 14-minute single-unit print profile.",GHOSTWOLFFLAB,14 min (single unit) / 9h (full plate 81 pcs),~2g PLA per unit (estimated),,,3200,↓ 28% YoY,8400,€7,"<b>Fidget spinners are a mature, declining category</b> with thousands of near-identical Etsy listings and aggressive price competition from AliExpress sellers at €1–3 shipped. The ultra-short 14-minute print time is a genuine production strength, but <b>the commodity nature of the product suppresses sell price to €5–8</b> on most platforms, making margin extremely thin. Buyers in this category expect mass-manufactured smoothness — FDM layer lines may disappoint at this micro scale. <b>Multicolor or gradient filament is the most realistic differentiator</b>, but it requires an AMS/multi-material setup and adds cost.",€6.00,180,1080,10,108,580,"Works, but has limits",TRUE,"Zero tooling cost and batch efficiency — a single plate yields 81 units in 9 hours, enabling high-volume low-cost production with no upfront investment.",medium,"The MakerWorld listing does not display a visible commercial or print-for-sale license in the scraped data — you should check the license tab on the model page and, if unclear, message GHOSTWOLFFLAB directly to request written commercial resale permission before listing on any marketplace.",high,"Selling this as a toy from France to worldwide markets triggers EN 71 (EU toy safety), ASTM",,,,gaming,own,5-15,,,business,,,active,,,,FR,WORLDWIDE,none
2026-05-01T00:18:06.346Z,https://makerworld.com/en/models/1170184-socrates-statue-bust?from=search#profileId-1178304,makerworld.com/en/models/1170184-socrates-statue-bust,52,Marginal — needs a unique angle,Socrates Statue Bust,"A photogrammetry scan of the famous ancient Greek philosopher Socrates, presented as a printable decorative bust. Positioned in the Art > Sculptures category, it targets home décor and history enthusiasts.",Exponant,2.6h,~120g PLA,,,2800,→ Stable,3200,€24,"<b>Classical bust décor is a real but shallow niche on Etsy</b> — searches skew toward stone-look or museum-replica aesthetics, which FDM layer lines undermine unless post-processed with filler primer and paint. <b>Competition from mass-produced resin and plaster busts on Amazon at €8–15 creates a ceiling</b> that makes a plain PLA Socrates hard to justify above €18–22 without a strong value-add story. Seasonality is mild, with slight upticks in Q4 gifting and back-to-school periods targeting students and academics.",€24.00,35,840,132,109,599,"Works, but has limits",FALSE,"Zero tooling — validate market interest and iterate on size, base, or personalisation options at no upfront cost before committing to a mould.",medium,"The MakerWorld listing does not display an explicit commercial or print-for-sale license in the scraped data — you should visit the model page license tab and, if unclear, message the designer Exponant directly to request written permission to sell printed copies before listing on Etsy.",low,"Since the seller is targeting worldwide markets, no specific product-safety regulation applies to a decorative PLA bust for adults — however, if sold into the EU, GP",,,,art,,,,,business,,,new,,,,,WORLDWIDE,
2026-05-01T07:23:13.812Z,https://makerworld.com/en/models/2660086-flower-magnetic-bag-clip#profileId-2942285,makerworld.com/en/models/2660086-flower-magnetic-bag-clip,52,Marginal — needs a unique angle,Flower Magnetic Bag Clip,"A cute flower-shaped magnetic bag clip that uses two 6mm x 1mm magnets to keep bags sealed, doubling as a fridge magnet or decorative clip. Designed by Druuu on MakerWorld with two print profiles including a 4-magnet-slot variant.",Druuu,1.9h,~25g PLA,,,3200,→ Stable,4800,€9,"<b>Demand for magnetic bag clips exists but is heavily commoditised</b> — mass-produced silicone and plastic clips dominate Amazon and AliExpress from €2–€5, making it hard for a 3D-printed version to justify a premium on function alone. <b>Etsy buyers in this category respond to aesthetic differentiation</b> — flower shapes have a seasonal spring appeal, but competition from injection-moulded floral clips is real. <b>A new seller without reviews will struggle to rank</b> against established listings unless the product is bundled, personalised, or presented as part of a themed kitchen gift set.",€9.00,30,270,20,34,216,"Works, but has limits",TRUE,Zero tooling — test colour variants and petal designs at €0 upfront cost before committing to any single version,medium,"The MakerWorld listing does not display an explicit commercial or print-for-sale license in the scraped data — the seller should visit the model page license tab and, if no commercial license is stated, message Druuu directly to request written permission to sell prints before listing on Etsy.",medium,"This product ships worldwide including to the USA and EU; small magnets embedded in a consumer product trigger CPSC small-parts and magnet ingestion hazard rules in the US (16 CFR Part 1262, effective 2023) and GPSR Declaration of Conform",,,,functional,,,,,testing,,,new,,,,,WORLDWIDE,
2026-05-01T07:24:18.645Z,https://makerworld.com/en/models/2660086-flower-magnetic-bag-clip#profileId-2942285,makerworld.com/en/models/2660086-flower-magnetic-bag-clip,52,Marginal — needs a unique angle,Flower Magnetic Bag Clip,A cute decorative flower-shaped magnetic bag clip designed to hold bags shut using two 6mm x 1mm embedded magnets. Aimed at home décor and kitchen utility use.,Druuu,1.9h,~25g PLA,,,4200,→ Stable,8500,€9,"<b>Bag clips are a crowded Etsy category</b> with thousands of listings ranging from €5–€18, many from high-volume sellers who bundle sets of clips to increase average order value. The flower aesthetic gives a mild visual edge over plain functional clips, but <b>buyers in this category are price-sensitive and frequently compare against cheap Amazon alternatives</b> — plain magnetic bag clips sell for €3–€7 on Amazon. Seasonality is relatively flat with a small uplift around spring gifting and Mother's Day. <b>A new seller will struggle to compete on price alone</b>; differentiation through colour customisation, name personalisation, or bundled gift sets (3–5 clips in a gift box) is the most viable path to sustainable margin.",€11.00,55,605,37,61,507,"Works, but has limits",TRUE,"Zero tooling — seller can test colour variants and personalised petal designs at €0 upfront, iterating until a winning aesthetic emerges before committing any capital",medium,"The scraped data does not display an explicit commercial or print-for-sale license for this MakerWorld model — the seller should visit the model page license tab and, if commercial use is not clearly stated, message Druuu directly to request written permission to sell prints before listing on Etsy.",medium,"This product contains embedded magnets and is sold worldwide, triggering CPSC small-parts and magnet-ingestion safety concerns in the US (ASTM F963-23",,,,functional,social,,,,business,,,new,,,,,WORLDWIDE,
2026-05-01T17:59:23.334Z,https://makerworld.com/en/models/1264871-hiking-and-cycling-map-generator-trailprint3d?from=recommend#profileId-1291737,makerworld.com/en/models/1264871,62,Good for the right audience,Hiking and Cycling Map Generator | TrailPrint3D,"A Blender add-on that converts GPX files from Strava, Komoot, or Garmin into personalised 3D-printable topographic map models. The output — a physical miniature map of a real hike or ride — is the sellable product.",EmGi,3h,"~80g PLA (multi-colour, 5 filaments estimated for a 100mm map)",1.3k,,9400,↑ 22% YoY,4200,€22,"<b>Personalised topographic map gifts are a growing Etsy niche</b>, riding the broader 'adventure gift' trend driven by the hiking and cycling community — a passionate, gift-buying audience. Competition is moderate (~4,200 listings) but most listings sell flat 2D map art; <b>true 3D-printed terrain maps are a distinct and underserved sub-category</b>. Seasonality peaks November–December (holiday gifts) and May–June (Father's Day, graduation), but the 'anniversary of a race or hike' angle creates year-round gifting demand. As a new seller targeting worldwide buyers, expect slower early traction — <b>first 90 days will be review-building</b> rather than revenue-generating.",€22.00,18,396,53,42,301,Ideal method,TRUE,"Personalisation — each map is a one-of-one physical record of a real route, impossible to replicate with any off-shelf or injection-moulded product",medium,"The model is licensed under Creative Commons Attribution 4.0 (CC BY 4.0), which permits commercial use provided credit is given to the original designer (EmGi); however, the seller should verify whether the commercial license extends explicitly to selling 3D-printed outputs (not just the file)",,,,,,decor,,15-30,,,testing,,,new,,,,,WORLDWIDE,
2026-05-01T18:01:24.425Z,https://makerworld.com/es/models/2255697-el-principito-moon-story-book-nook#profileId-2457083,makerworld.com/es/models/2255697-el-principito-moon-story-book-nook,52,Marginal — needs a unique angle,El Principito – Moon Story Book Nook,"A modular 3D-printed book nook diorama inspired by The Little Prince, featuring the prince, fox, and rose under a starry sky with LED lighting compatibility. Designed at 153×110×110 mm with interchangeable back panels carrying quotes in four languages.",MVM_3DESIGN,22.2h,"Multi-colour PLA, estimated 180–250g total across all plates",,,18000,↑ 22% YoY,12000,€28,"<b>Book nooks are a strong and growing Etsy category</b>, driven by bibliophile gift culture and 'shelfie' aesthetics on TikTok and Instagram — but with 12,000+ listings the market is competitive and buyers compare closely on visual presentation and finishing quality. <b>The Little Prince is a beloved literary IP</b> with a passionate adult fanbase globally, giving this design a meaningful niche identity that generic book nooks lack — however the character and title are still potentially protected IP which constrains marketing language. <b>At 22h per print on a single printer, production throughput is severely limited</b> — shipping from Ukraine to worldwide buyers adds cost and delivery time that may deter impulse purchases and requires careful pricing to remain competitive.",€25.00,8,200,59,26,115,"Works, but has limits",TRUE,Modular geometry — the multi-piece interlocking structure with interchangeable quote panels and LED housing cutouts cannot be replicated economically by any other method at low volumes,medium,The MakerWorld listing is described as a free file but no explicit commercial or print-for-sale license is visible in the scraped data,,,,,,art,social,15-30,,,testing,,,new,,,,UA,WORLDWIDE,none
2026-05-01T19:30:11.086Z,https://makerworld.com/models/1640590?appSharePlatform=copy,makerworld.com/models/1640590,42,Marginal — needs a unique angle,Cable Caddy - USB/USBC Travel Cable Organizer,"A slim, parametric cable organizer designed to neatly wrap and store USB and USB-C charging cables for travel or desk use. The fully parametric design allows customization of cable slot width and loop count to fit different cable thicknesses.",MoscaStudio,42 min,~25g PLA,1.1k,,18000,→ Stable,12000,€9,"<b>Demand exists but competition is fierce:</b> cable organizers are one of the most commoditized product categories on both Amazon and Etsy, with thousands of listings and mass-produced silicone and plastic versions undercutting 3D-printed items on price. <b>Buyer perception is a real hurdle</b> — shoppers expect cable organizers to look polished and premium; visible FDM layer lines may reduce willingness to pay above €8–10. <b>Production is not the constraint here</b> — at only 42 minutes per print a single printer can output 15+ units per day — but shifting units at a viable margin against Amazon pricing is the core challenge for a new seller.",€9.00,18,162,17,19,126,"Works, but has limits",TRUE,"Zero tooling — parametric design lets you offer custom-fit caddies for specific cable brands or thicknesses, a differentiation no Amazon seller can easily match at low volume",medium,"The model is listed as free on MakerWorld but no explicit commercial or print-for-sale license is visible in the scraped data — you should visit the model page license tab and, if unclear, message MoscaStudio directly to request written permission to sell printed copies before listing on Etsy.",low,This is a simple functional plastic accessory with no electrical,,,,functional,etsy,,,,testing,,,new,,,,,WORLDWIDE,
